title, price, img, rating, reviews


Redmi 15C Xiaomi Smartphone, 6.9", 8GB Extended RAM (4+4)+ 128GB, 6000mAh - Black (1 R WRTY), KSh 13,994, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/5383523/1.jpg?2481, null, null
Itel S26 Ultra 4G, 6.78" Curved Screen Corning, 128GB Storage + Up To 16GB RAM 5000mAh - Black Blue (1YR WRTY), KSh 19,140, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/0521623/1.jpg?2512, null, null
Vivo Y03 - 6.56'' - 4GB RAM + 128GB ROM - Dual SIM - 5000mAh -  Gem Green  (2YRs WRTY), KSh 9,999, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/9588792/1.jpg?5162, null, null
Samsung Galaxy A06, 6.7", 4GB RAM+ 64GB (Dual SIM), 5000mAh, Black (1YR WRTY), KSh 10,107, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/3988992/1.jpg?8885, null, null
Redmi 15C By Xiaomi, 4G, 6.9", 6GB RAM + 128GB, 6000mAh, Black (25 Months Warranty), KSh 14,450, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/9705523/1.jpg?3911, null, null
Itel A90, 6.6", 4GB RAM + 128GB (Dual SIM), 5000mAh, Black (1YR WRTY), KSh 8,888, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/1543413/1.jpg?5298, null, null
VILLAON V110, 1.77", 1000mAh (Dual SIM) - Black, KSh 800, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/5073623/1.jpg?5855, null, null
XIAOMI Redmi Note 15, 6.8", 6GB RAM + 128GB, 6000mAh, Black (25 Months Warranty) + Free Buds 6 Play, KSh 24,220, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/2346623/1.jpg?7799, null, null
AGM NOTE N1, 6.52'' Display, 16(8+8)GB RAM + 128GB ROM (Dual Sim) 50MP, 4900mAh - Black, KSh 10,108, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/3517921/1.jpg?2116, null, null
SIMI S240 Feature Phone 2.4inch Dual SIM Card 2500mAh, KSh 1,250, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/7814523/1.jpg?8933, null, null
AGM AGM NOTE N1, Android 13, 128GB + 16GB RAM(8GB Extended), 50MP AI Camera, 4900mAh - Blue, KSh 10,108, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/6517921/1.jpg?3512, null, null
redbeat  E3 Smartphone 6.6inchs Dual SIM,12GB/256GB,Android14,Side Fingerprint,BLUE, KSh 11,573, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/4951123/1.jpg?6937, null, null
SIMI  B201 2.4inch Feature Phone Solar Charging 4000mAh, KSh 2,350, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/7814523/1.jpg?8924, null, null
Koruima K1703 Feature Phones 1.77" 1800mAh 5V 1A Charger Micro SD Up to 64GB Larger Battery Button Mobile Phones, KSh 1,099, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/5833523/1.jpg?4970, null, null
Koruima  K1707  Feature Phones 1.77" 1000mAh Strong Flashlight  Dual Sim Wireless FM Radio Button Phones Black, KSh 1,051, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/3543523/1.jpg?5339, null, null
Koruima K2801 Feature Phones 2.8"  2500mAh 5V 1A Charger Dual Sim Wireless FM Radio T528 Button Phones Black, KSh 1,769, https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/9714523/1.jpg?1205, null, null
